nsites,Chemsys,material_id,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_atoms,formation_energy_per_atom,energy_above_hull
77,C-Lu-Ni,mp-1203980,FM,3.4396425,0.003662266,0.044670682,-0.292225206,0
32,C-Lu-Mn,mp-1211114,FM,1.4121672,0.003146369,0.044130225,-0.392043128,0
17,Fe-In-Lu,mp-1211033,FiM,0.0255624,6.12E-05,0.001503671,-0.206541848,0
12,Al-Co-Lu,mp-16490,FM,0.9888917,0.004664223,0.082407642,-0.501053335,0
21,Co-Lu-P,mp-1191153,FM,4.9719614,0.020069926,0.236760067,-0.796788815,0
38,Co-Lu,mp-1204082,FiM,50.2871193,0.106260257,1.323345245,-0.09089376,0
20,Co-Lu-Si,mp-15826,FM,1.1927146,0.004230718,0.05963573,-0.719288136,0
18,Co-Lu,mp-1189949,FiM,16.5643798,0.066487552,0.920243322,-0.185575829,0
4,Co-Cu-Lu,mp-1185457,FiM,0.371381,0.005101967,0.09284525,-0.267938758,0
7,C-Cr-Lu,mp-1025175,FM,1.1682105,0.013172998,0.166887214,-0.350760682,0
21,Fe-Lu-P,mp-1192008,FM,1.1012735,0.004402938,0.052441595,-0.717396165,0
68,B-Fe-Lu,mp-4214,FiM,123.1107893,0.138120703,1.810452784,-0.124743664,0
68,C-Fe-Lu,mp-567900,FiM,119.6856722,0.13666324,1.760083415,-0.089249354,0
40,Fe-Lu-Si,mp-541557,AFM,0.0002196,3.92E-07,0.00000549,-0.655280181,0
21,Lu-Mn-P,mp-865350,FiM,15.7436977,0.056312355,0.74969989,-0.71500309,0
22,Lu-Mn-O,mp-19153,FM,12.0000001,0.051772589,0.54545455,-2.938114664,0
40,Lu-Mn-Si,mp-1203732,FiM,6.001389,0.010143483,0.150034725,-0.585845936,0
14,Lu-Mn-S,mp-14305,AFM,0,0,0,-1.931858224,0
14,Lu-Mn-Se,mp-1103893,FM,10.0000004,0.027113405,0.714285743,-1.709210931,0
16,Co-Lu-Si,mp-1210815,FM,3.1588488,0.011647424,0.19742805,-0.755078566,0
16,Fe-Lu-Si,mp-1210813,AFM,0.0005339,1.91E-06,0.0000334,-0.680299486,0
21,Co-Lu,mp-1222465,FiM,0.6241536,0.001530113,0.0297216,-0.244287118,0
17,Ge-Lu-Os,mp-1188811,FM,1.7531006,0.006246745,0.103123565,-0.440573636,0
46,Co-Lu-Si,mp-17460,FM,2.6288928,0.003698883,0.057149843,-0.599704333,0
19,Lu-O-Re,mp-1210574,FM,1.0077678,0.00431601,0.053040411,-3.402487577,0
36,Co-Lu-P,mp-1222910,FiM,9.1406701,0.020888479,0.253907503,-0.890197316,0
106,Al-Lu-Mo,mp-1202005,FM,1.149318,0.000624511,0.010842623,-0.298330483,0
55,Co-Lu-P,mp-1196018,FM,6.9607535,0.010623075,0.126559155,-0.833805873,0
9,Bi-Fe-Lu,mp-1205874,FiM,0.8538348,0.003637332,0.094870533,-0.41400487,0
9,Fe-Lu-Sb,mp-11203,FiM,0.8051136,0.003569162,0.089457067,-0.597142259,0
18,Co-In-Lu,mp-1210681,FM,0.7673085,0.001840371,0.04262825,-0.303543466,0
29,Lu-Mn,mp-1193176,FiM,12.7310075,0.030624019,0.439000259,-0.042085031,0
9,Bi-Lu-Mn,mp-1206034,FiM,0.6041618,0.00251617,0.067129089,-0.39397636,0
9,Lu-Mn-Sb,mp-1206042,FiM,0.4341722,0.001880561,0.048241356,-0.577124872,0
13,Al-Fe-Lu,mp-1222470,FiM,10.3317262,0.055833662,0.794748169,-0.398108374,0
12,Al-Fe-Lu,mp-1222488,FiM,2.8640317,0.013739414,0.238669308,-0.349344917,0
6,Co-Lu,mp-2206,FiM,4.4319283,0.050617693,0.738654717,-0.245309164,0
36,Co-Lu-P,mp-1200073,FM,4.0831896,0.008895053,0.113421933,-0.937068804,0
36,Co-Lu-P,mp-1196904,FM,5.1671378,0.011998494,0.143531606,-0.839648013,0
54,Co-Lu-Si,mp-1211507,FiM,7.178694,0.010831857,0.132938778,-0.588818171,0
6,C-Co-Lu,mp-22714,FM,2.1301493,0.02511831,0.355024883,-0.355431926,0
20,Cr-Lu-O,mp-755471,FM,11.9999995,0.057136648,0.599999975,-3.253673552,0
12,Cr-Lu-O,mp-19360,FM,2.0000001,0.013440516,0.166666675,-2.786060476,0
6,Fe-Lu,mp-2463,FiM,7.3041076,0.078155182,1.217351267,-0.174806844,0
12,B-Fe-Lu,mp-1101759,FiM,15.184578,0.100032383,1.2653815,-0.26558146,0
36,Fe-Lu-P,mp-1200053,FiM,5.8650436,0.013459687,0.162917878,-0.751444767,0
4,C-Fe-Lu,mp-1001606,FM,1.6783585,0.036549743,0.419589625,-0.285891435,0
32,Lu-Mn-O,mp-542397,FM,28.0000021,0.083431401,0.875000066,-2.657710999,0
30,Lu-Mn-O,mp-18808,FM,23.9999987,0.067922687,0.799999957,-3.110406498,0
6,Lu-Ni,mp-11491,FM,1.8367173,0.023829166,0.30611955,-0.322797154,0
4,Lu-Pa-Ru,mp-865639,FM,0.1214925,0.001576253,0.030373125,-0.484444202,0
4,Lu-Pb-Rh,mp-865443,FM,0.8472215,0.01170918,0.211805375,-0.597203549,0
4,Lu-Rh-Sn,mp-865378,FM,0.7369879,0.010607348,0.184246975,-0.856077078,0
2,Lu-Te,mp-1185504,FM,0.7945537,0.014412492,0.39727685,-1.340311562,0
6,Ge-Lu-Ti,mp-19959,FiM,0.9786544,0.008197243,0.163109067,-0.697730572,0
6,Lu-Si-Ti,mp-20478,FiM,0.9670289,0.008264885,0.161171483,-0.738929879,0
20,Lu-O-V,mp-2767717,FM,8.0000003,0.037174754,0.400000015,-3.363412194,0
4,Co-Lu-Zr,mp-865461,FiM,1.3298533,0.019672445,0.332463325,-0.281861882,0
11,Co-Mg-P,mp-10924,FM,2.0424278,0.016639267,0.185675255,-0.617763948,0
14,Cr-Mg-S,mp-1400392,FM,11.999999,0.045526991,0.857142786,-1.200070477,0
13,Fe-Ge-Mg,mp-20673,FM,13.6023112,0.075341769,1.046331631,-0.144955849,0
14,Fe-Mg-O,mp-608016,AFM,6.00E-06,3.99E-08,0.000000429,-2.165017081,0
13,Ge-Mg-Mn,mp-1211250,FM,13.9113116,0.07478197,1.070100892,-0.165745123,0
13,Mg-Mn-S,mp-1443978,FiM,4.3118186,0.017206239,0.331678354,-0.992534163,0
32,Mg-O-Ti,mp-762447,FM,2.017952,0.005506654,0.063061,-3.41825319,0
56,Co-Mg-O,mp-767791,FM,9.0004389,0.016543861,0.160722123,-1.657928673,0
48,Mg-O-Ti,mp-759796,FM,2.0222237,0.003686697,0.04212966,-3.420767304,0
60,Mg-Mn-O,mp-19239,AFM,0,0,0,-2.838937343,0
84,As-Co-Mg,mp-569003,FiM,1.4100701,0.001289536,0.016786549,-0.256600478,0
21,Co-Mg-P,mp-10922,FM,0.9593509,0.003971846,0.045683376,-0.60741285,0
12,Cr-Mg-N,mp-1029520,FM,2.0000001,0.014151577,0.166666675,-0.855734177,0
26,Mg-Mn-O,mp-770423,FM,17.9999998,0.068436578,0.692307685,-2.24602349,0
12,Ga-Mg-Mn,mp-1210648,FM,5.3976279,0.02661273,0.449802325,-0.154026492,0
48,Mg-O-Ti,mp-759694,FM,4.0183354,0.007295209,0.083715321,-3.414874855,0
46,Al-Cr-Mg,mp-3778,FM,5.6433948,0.007571736,0.122682496,-0.09550299,0
16,Mg-Ni-O,mp-1099253,FM,4.0000002,0.027132572,0.250000013,-2.594193788,0
5,C-Co-Mg,mp-20424,FM,2.243793,0.04212998,0.4487586,-0.048490149,0
8,Co-F-Mg,mp-1443950,FM,4.9999999,0.051733302,0.624999988,-2.559765698,0
14,Cr-Mg-O,mp-19202,FM,11.9999986,0.082148464,0.857142757,-2.628915884,0
8,Cr-F-Mg,mp-554955,FM,2.0000002,0.021105786,0.250000025,-3.114523169,0
14,Cu-F-Mg,mp-1404142,FM,3.9847136,0.024624193,0.2846224,-2.508810295,0
4,Fe-Mg-Rh,mp-865187,FM,4.3989436,0.079234299,1.0997359,-0.291813039,0
14,Mg-Mn-O,mp-27510,FM,15.9999994,0.104643473,1.1428571,-2.337000306,0
8,F-Mg-Mn,mp-1391800,FM,2.9999999,0.032435696,0.374999987,-3.013671433,0
6,Ge-Mg-Mn,mp-20354,FM,7.0847757,0.067361431,1.18079595,-0.191432276,0
4,Mg-Mn-N,mp-1247154,FM,3.0005142,0.082252807,0.75012855,-0.745209528,0
10,Mg-Mn-O,mp-770618,FM,5.9999998,0.062331516,0.59999998,-2.365742392,0
4,Mg-Mn-Pd,mp-1185892,FM,4.5578798,0.074377147,1.13946995,-0.468040896,0
4,Mg-Mn-Pt,mp-976406,FM,4.5816276,0.075394797,1.1454069,-0.580083201,0
4,Mg-Mn-Rh,mp-977463,FM,4.1416254,0.072511988,1.03540635,-0.316020983,0
8,F-Mg-Mo,mp-1398330,FM,2,0.019103959,0.25,-3.174238691,0
24,Mg-Ni,mp-2675,FM,4.4373261,0.014495836,0.184888588,-0.210482842,0
5,C-Mg-Ni,mp-10700,FM,0.5675262,0.010477875,0.11350524,-0.130289974,0
4,Au-Mg-Pa,mp-1185917,FM,0.6183753,0.007342041,0.154593825,-0.426633531,0
8,F-Mg-Rh,mp-9927,FM,0.9978036,0.010282048,0.12472545,-2.563968676,0
6,Mg-Sc,mp-864941,FM,2.15985,0.015023823,0.359975,-0.028704497,0
4,In-Mg-Sc,mp-977586,FM,0.8295048,0.009241453,0.2073762,-0.283295103,0
4,Mg-Sc-Tl,mp-866080,FM,1.1999157,0.013249934,0.299978925,-0.183014637,0
26,Mg-Se-U,mp-1194009,FM,16.000003,0.023681488,0.615384731,-1.460972231,0
42,Mg-O-V,mp-1040943,FiM,8.0000001,0.016950243,0.190476193,-2.70166329,0
10,Mg-O-V,mp-27186,FM,2.0000001,0.014368677,0.20000001,-2.768925974,0
8,F-Mg-W,mp-1407403,FM,2,0.018770888,0.25,-3.201457286,0
6,Co-Mg-Zn,mp-1221921,FM,2.2360066,0.025972793,0.372667767,-0.094768193,0
14,Al-Mn-S,mp-1104783,FM,9.9999992,0.038579886,0.714285657,-1.235150705,0
7,Al-Mn-Te,mp-1025315,FM,4.9999998,0.022348353,0.714285686,-0.593424412,0
28,As-Mn-O,mp-752598,FM,19.9999992,0.047245399,0.714285686,-1.75806919,0
36,As-Mn-O,mp-19409,FM,20.000001,0.053240047,0.555555583,-1.83127476,0
10,B-Mn-Mo,mp-1092278,FiM,5.5818074,0.052170817,0.55818074,-0.518930836,0
10,B-Mn-W,mp-19789,FM,5.0898736,0.047754959,0.50898736,-0.435409944,0
14,Bi-Mn-Se,mp-1104183,FM,10.0000001,0.026344305,0.714285721,-0.595190963,0
14,Cr-Mn-S,mp-15974,FM,21.9999988,0.084756141,1.571428486,-0.984172849,0
7,Cr-Mn-Se,mp-1025180,FM,11.0000002,0.076007414,1.5714286,-0.770480867,0
15,Cu-Mn-O,mp-754068,FiM,1.7239333,0.009351899,0.114928887,-1.11889017,0
14,Fe-Mn-O,mp-18750,FM,13.9990547,0.10043191,0.999932479,-1.836117058,0
7,Ga-Mn-S,mp-20025,FM,5.0000003,0.032694629,0.714285757,-0.925073554,0
7,Ga-Mn-Se,mp-20261,FM,5.0000003,0.028360375,0.714285757,-0.806760576,0
18,I-Mn-O,mp-554980,FM,9.9999998,0.03665625,0.555555544,-1.165003,0
14,In-Mn-S,mp-22168,FM,9.9999992,0.032239397,0.714285657,-0.887658255,0
7,In-Mn-Te,mp-1221979,FM,5,0.020167837,0.714285714,-0.527813733,0
36,Mn-N-O,mp-542070,FM,19.9999993,0.044727319,0.555555536,-1.123023754,0
68,Mn-N-O,mp-780939,FM,11.9970927,0.010947473,0.176427834,-0.881418886,0
20,Mn-Nb-S,mp-10199,FM,8.5309877,0.022966043,0.426549385,-1.36473854,0
26,Mn-Nb-S,mp-3669,FM,7.6953264,0.015684446,0.295974092,-1.374863929,0
26,Mn-Nb-Se,mp-1193575,FiM,7.8717414,0.014086913,0.302759285,-1.039548577,0
15,Mn-Ni-O,mp-19442,FM,14.9999789,0.103688253,0.999998593,-1.361432145,0
36,Mn-O-P,mp-542139,AFM,0,0,0,-2.5953364,0
78,Mn-O-P,mp-771905,FM,24.0041322,0.024255058,0.307745285,-2.513638304,0
10,Mn-O-Pt,mp-18971,FM,4.9751046,0.043400689,0.49751046,-1.188962143,0
44,Mn-O-Re,mp-627380,AFM,9.04E-05,1.09E-07,0.00000205,-2.207803734,0
28,Mn-O-Sb,mp-19231,FM,19.9999996,0.044104978,0.7142857,-1.852239185,0
54,Mn-O-Sb,mp-22576,FM,29.9998493,0.047057396,0.555552765,-1.979091868,0
14,Mn-Sb-Se,mp-1210700,FM,10.0001225,0.026171818,0.714294464,-0.495499947,0
18,Mn-O-Se,mp-28669,FM,6.0118911,0.02415787,0.33399395,-1.427935919,0
19,Ge-Mn-N,mp-1222504,FM,40.6167555,0.16536393,2.137723974,-0.262834667,0
41,Br-Mn-O,mp-28525,FM,59.0000036,0.105825086,1.439024478,-1.827961813,0
68,Mn-O-S,mp-768472,FM,32.0000003,0.039413263,0.47058824,-1.880697302,0
29,C-Mn,mp-542830,FiM,23.1804815,0.080183727,0.799326948,-0.094075954,0
31,H-Mn,mp-1222194,FiM,3.5272563,0.010858614,0.113782461,-0.016340539,0
5,Al-B-Mn,mp-7892,FM,0.9450429,0.021221537,0.18900858,-0.470417369,0
4,Al-Cr-Mn,mp-864988,FiM,4.3145458,0.074464857,1.07863645,-0.161058886,0
4,Al-Mn-V,mp-10895,FiM,4.2228412,0.075874003,1.0557103,-0.317624614,0
4,Al-Mn-W,mp-864990,FiM,1.0072506,0.020026393,0.25181265,-0.215194671,0
22,As-Mn-O,mp-1221906,AFM,0,0,0,-1.901438465,0
32,As-Mn-O,mp-1205062,FM,36.0000014,0.081671766,1.125000044,-1.953551536,0
28,B-Mn-O,mp-28943,FM,36.0000006,0.12601902,1.285714307,-2.358904996,0
32,Bi-Mn-O,mp-504697,FM,28.0000012,0.075653683,0.875000038,-1.885386032,0
14,Cd-Mn-O,mp-18720,FM,16.0000001,0.095221524,1.14285715,-1.862363835,0
14,Co-Mn-O,mp-1221996,FM,22.0000242,0.144961489,1.5714303,-1.838113349,0
4,Co-Cr-Mn,mp-864955,FiM,5.0001611,0.098110637,1.250040275,-0.042264301,0
12,Cu-Ga-Mn,mp-1222029,FM,16.5905339,0.102626823,1.382544492,-0.165316221,0
28,Ge-Mn-O,mp-20223,FM,40.0000031,0.117373048,1.428571539,-2.114749793,0
4,Ge-Mn-Ru,mp-1221898,FiM,0.9151771,0.01687681,0.228794275,-0.188874248,0
28,Ge-Mn-Se,mp-640047,FM,39.9989878,0.060064888,1.428535279,-0.600204366,0
4,Ir-Mn-Rh,mp-1185981,FM,8.1340832,0.146449204,2.0335208,-0.169107536,0
12,Mn-N,mp-9981,FM,20.3199363,0.168918294,1.693328025,-0.435483446,0
12,Mn-Nb,mp-12659,FiM,10.3085639,0.057922502,0.859046992,-0.081442189,0
4,Al-Mn-Nb,mp-865011,FiM,1.9962827,0.037154158,0.499070675,-0.256541261,0
30,Mn-Nb-P,mp-17867,FM,2.0285983,0.004532346,0.067619943,-0.378397967,0
52,F-Mn-O,mp-27807,FM,28.0000001,0.043493558,0.53846154,-1.975402197,0
80,Mn-O,mp-1172875,FM,128.0030446,0.143969119,1.600038058,-2.013919844,0
9,Mn-P,mp-1849,FM,10.3898666,0.100317299,1.154429622,-0.513148089,0
9,Mn-P,mp-2019629,FiM,12.3719011,0.11012669,1.374655678,-0.62061134,0
11,Mn-O-P,mp-18721,AFM,4.00E-07,3.19E-09,0.0000000364,-2.581613194,0
4,Mn-Pd-Pt,mp-1185926,FM,9.2097234,0.152778875,2.30243085,-0.284900689,0
4,Mn-Pt-Rh,mp-865032,FM,9.1403288,0.157833724,2.2850822,-0.281578074,0
6,Mn-Sb,mp-20664,FM,15.1575436,0.136896394,2.526257267,-0.215409745,0
28,Mn-O-Si,mp-18928,FM,40.000001,0.123456241,1.428571464,-2.594300529,0
28,Mn-S-Si,mp-5056,FM,40.0000037,0.071465096,1.428571561,-0.982890173,0
28,Mn-Se-Si,mp-17367,FM,39.9999846,0.061477849,1.428570879,-0.695007659,0
14,Mn-O-Sn,mp-36884,FM,19.9977468,0.113447825,1.428410486,-2.070504941,0
12,Mn-Pd-Sn,mp-1221536,FiM,8.5709553,0.044774359,0.714246275,-0.345809355,0
26,Mn-O-Te,mp-18607,FM,20,0.049320922,0.769230769,-1.73456259,0
18,Mn-O-Te,mp-1210598,FM,15.999941,0.08308032,0.888885611,-1.785552806,0
11,Mn-O-V,mp-19142,FM,9.9999997,0.073378683,0.909090882,-2.320085099,0
4,Ga-Mn-V,mp-21235,FiM,4.4149171,0.079442586,1.103729275,-0.382504832,0
4,Ge-Mn-V,mp-865554,FiM,1.0002615,0.02126538,0.250065375,-0.277524035,0
4,Mn-Si-V,mp-865026,FiM,1.000205,0.022368841,0.25005125,-0.457836001,0
14,Mn-O-Zn,mp-18751,FM,16.0000003,0.105726732,1.142857164,-1.9823252,0
14,Mn-Se-Zn,mp-1103546,FM,16.0001383,0.052785407,1.142867021,-0.764152848,0
14,Mn-Te-Zn,mp-1104014,FM,15.9974606,0.041748242,1.142675757,-0.474948251,0
22,B-Mn-O,mp-19185,FM,30.0000017,0.130931584,1.363636441,-2.436177715,0
26,Co-Mn-O,mp-504423,FM,25.9606056,0.10163157,0.998484831,-1.690257375,0
26,Mn-O-P,mp-558631,FM,30.0000008,0.09653288,1.153846185,-2.550938796,0
26,Al-Mn-Si,mp-15819,AFM,0.0008622,2.32E-06,0.0000332,-0.270366069,0
5,Al-C-Mn,mp-4593,FiM,9.3354906,0.15024695,1.86709812,-0.191570678,0
13,Cd-Mn-O,mp-18870,FM,9.0000001,0.061407747,0.6923077,-1.744743971,0
8,Co-Mn,mp-1545421,FiM,8.9700913,0.086846602,1.121261413,-0.213752061,0
8,As-Cr-Mn,mp-2046031,FM,14.3663608,0.102804609,1.7957951,-0.490108682,0
5,C-Ga-Mn,mp-21313,FiM,9.7387457,0.154853745,1.94774914,-0.120130931,0
5,Ga-Mn-N,mp-627439,FM,10.4905472,0.164502746,2.09810944,-0.442840044,0
4,Ge-Mn,mp-865027,FiM,0.9982047,0.020840678,0.249551175,-0.075110627,0
8,Ir-Mn,mp-2017103,AFM,0.0008593,7.61E-06,0.000107412,-0.435371248,0
8,Ir-Mn,mp-864735,AFM,0.0028703,2.58E-05,0.000358787,-0.150071542,0
28,C-Mn-Mo,mp-15812,FiM,11.5187319,0.031746087,0.411383282,-0.083276872,0
40,Mn-Nb-O,mp-31908,FM,29.9999999,0.060361127,0.749999998,-2.450766438,0
12,Mn-Ni-P,mp-1221804,FiM,9.9788162,0.065656856,0.831568017,-0.537077548,0
14,Mn-O,mp-18759,FiM,1.9983783,0.012850115,0.142741307,-2.050409241,0
8,Mn-Pd,mp-1078895,FM,13.9046551,0.115857285,1.738081888,-0.252430928,0
5,Mn-N-Pt,mp-7070,FM,11.0533758,0.175473666,2.21067516,-0.380822568,0
32,Mn-O-Se,mp-28915,FM,26.0000004,0.058877737,0.812500013,-1.63268934,0
16,Mn-N-Si,mp-1245396,FM,21.8424177,0.130863675,1.365151106,-0.666014877,0
5,H-Mn-Sn,mp-1210555,FiM,10.1514732,0.158153802,2.03029464,-0.043645212,0
20,Mn-O-Te,mp-18795,FM,30.0000013,0.124068428,1.500000065,-1.920252579,0
26,Mn-O-V,mp-17899,FM,30.0000019,0.098883097,1.153846227,-2.280837626,0
28,C-Mn-W,mp-15813,FiM,12.307944,0.034334103,0.439569429,-0.075564652,0
13,Mn-O-Zn,mp-1403705,FM,9.0000001,0.067943154,0.6923077,-1.823835586,0
5,Mn-N-Zn,mp-15805,FM,10.29419,0.165465612,2.058838,-0.450575119,0
15,Al-Mn,mp-2856,FiM,2.2966128,0.010794424,0.15310752,-0.276990867,0
5,Mn-N,mp-505622,FM,13.9845402,0.22098303,2.79690804,-0.295696929,0
30,Mn-Nb-O,mp-31901,AFM,0,0,0,-2.541547874,0
16,B-Mn-P,mp-12633,FiM,21.0269331,0.132348034,1.314183319,-0.480478682,0
16,Ge-Mn,mp-617291,FiM,30.9349641,0.137831748,1.933435256,-0.10672376,0
16,Mn-Si,mp-1111,FM,27.9037658,0.137975488,1.743985363,-0.462208685,0
16,B-Mn-Si,mp-1189157,FM,15.7212503,0.098515213,0.982578144,-0.410974556,0
38,Mn-O-Pb,mp-757454,FM,39.9998586,0.096531261,1.052627858,-1.854342433,0
8,Mn-Pt-Rh,mp-1221683,FiM,7.1080829,0.062446727,0.888510363,-0.145111893,0
29,Mn-Ni-Si,mp-22290,FM,25.7292756,0.076644366,0.8872164,-0.537424904,0
76,Mn-Mo-Si,mp-1211554,FiM,29.933278,0.03080952,0.393858921,-0.413547923,0
86,Mn-O-P,mp-778008,FM,65.9999702,0.063749899,0.767441514,-2.550460003,0
100,Mn-O-Pb,mp-1197400,FM,99.9980113,0.079429728,0.999980113,-1.83482987,0
80,Ge-Mn-O,mp-1172871,FM,116.00905,0.128687778,1.450113125,-2.052191077,0
80,Mn-O-Si,mp-3224,FM,116.0100924,0.132299322,1.450126155,-2.236868359,0
42,Cl-Mn-O,mp-25773,FM,66.0000042,0.116994913,1.571428671,-1.933167152,0
12,Al-Mn-Nb,mp-1221748,FiM,9.6925936,0.059390145,0.807716133,-0.191739252,0
25,Mn-O-Pb,mp-863405,FM,25.998543,0.094825613,1.03994172,-1.851224196,0
76,Ge-Mn-Nb,mp-29905,FM,85.276219,0.079401818,1.122055513,-0.193621103,0
4,Ag-Mn-O,mp-996995,FM,3.9999859,0.07996088,0.999996475,-1.431450102,0
4,Al-Mn,mp-771,FM,5.388661,0.100458205,1.34716525,-0.272285744,0
6,Al-Cr-Mn,mp-1221662,FiM,0.6568624,0.007999747,0.109477067,-0.163298816,0
4,Al-Mn-Ni,mp-1221656,FM,2.908857,0.057276301,0.72721425,-0.468009194,0
14,Al-Mn-O,mp-755882,FM,10.0000007,0.072902366,0.714285764,-3.047750008,0
4,Al-Au-Mn,mp-5491,FM,4.151378,0.06442016,1.0378445,-0.247918254,0
4,Al-Co-Mn,mp-3623,FM,4.1265224,0.09107711,1.0316306,-0.356646874,0
4,Al-Fe-Mn,mp-31185,FiM,1.9997294,0.044305358,0.49993235,-0.190670504,0
6,Al-Ge-Mn,mp-20757,FM,4.7781982,0.053631774,0.796366367,-0.207619544,0
4,Al-Ir-Mn,mp-864950,FM,4.0661988,0.074179989,1.0165497,-0.590659462,0
4,Al-Mn-Ni,mp-4922,FM,4.8484509,0.101203953,1.212112725,-0.404369412,0
4,Al-Mn-Os,mp-864951,FiM,2.1383335,0.04020511,0.534583375,-0.261294584,0
4,Al-Mn-Rh,mp-10894,FM,4.3601136,0.080191032,1.0900284,-0.683740049,0
4,Al-Mn-Ru,mp-864980,FiM,2.1546744,0.040884198,0.5386686,-0.414138187,0
8,As-Mn,mp-22240,FM,7.4442421,0.064849953,0.930530263,-0.265070553,0
30,As-F-Mn,mp-29108,FM,10,0.023703763,0.333333333,-2.545398636,0
9,As-Mn-Rh,mp-567856,FM,11.6120651,0.085687093,1.290229456,-0.343551396,0
9,As-Mn-Ru,mp-10049,FM,12.0439689,0.089807343,1.338218767,-0.206449855,0
2,Au-Mn,mp-12674,FM,4.3130007,0.130669645,2.15650035,-0.373967652,0
3,Au-Mn,mp-11252,FM,4.193654,0.083445625,1.397884667,-0.357415185,0
5,Au-Mn,mp-12565,FM,4.3598782,0.051087507,0.87197564,-0.239417389,0
4,Au-Mn-O,mp-997183,FM,4.0001283,0.079459319,1.000032075,-1.375097408,0
8,B-Mn,mp-8365,FM,8.3465466,0.125322027,1.043318325,-0.528182893,0
44,B-F-Mn,mp-17727,FM,19.9999999,0.040155513,0.454545452,-3.117123909,0
10,B-Mn,mp-1078253,FM,1.3649548,0.018975895,0.13649548,-0.254877795,0
96,B-Mn-O,mp-12209,FM,39.9994253,0.038865989,0.41666068,-2.753720565,0
8,B-Mn-W,mp-1221699,FM,2.6835915,0.033636285,0.335448938,-0.406676489,0
13,Be-Mn,mp-1104792,FM,2.0424042,0.019011548,0.157108015,-0.062953709,0
12,Be-Mn,mp-11270,FM,5.5035341,0.053486682,0.458627842,-0.250302259,0
4,Be-Ir-Mn,mp-864943,FM,3.3819279,0.079272844,0.845481975,-0.452840554,0
4,Be-Mn-Pt,mp-864944,FM,3.5302834,0.07957441,0.88257085,-0.476433382,0
4,Be-Mn-Rh,mp-864945,FM,3.3721586,0.079735964,0.84303965,-0.414552102,0
6,Al-Be-Mn,mp-1221618,FM,2.0433472,0.036518094,0.340557867,-0.17140379,0
4,Be-Ir-Mn,mp-1185986,FM,3.1242003,0.063372481,0.781050075,-0.361919841,0
12,Bi-Mn-S,mp-1095372,FM,5.0000001,0.016865109,0.416666675,-0.535296555,0
3,Br-Mn,mp-28306,FM,4.9999999,0.059414803,1.666666633,-1.291407296,0
10,C-Mn-O,mp-18814,FM,10,0.097873321,1,-2.013448067,0
10,Cd-Mn-Te,mp-1221733,FM,5.0000001,0.014476888,0.50000001,-0.580198116,0
4,Cd-Mn-Se,mp-1221646,FM,4.9999999,0.045793745,1.249999975,-0.723800653,0
4,Cd-Mn-Te,mp-1221650,FM,5,0.03708207,1.25,-0.593836579,0
3,Cl-Mn,mp-28233,FM,5,0.069820747,1.666666667,-1.583138913,0
2,Co-Mn,mp-1009133,FM,4.0277908,0.17333554,2.0138954,-0.013308019,0
4,Co-Ge-Mn,mp-19850,FM,5.0221034,0.109281133,1.25552585,-0.249638641,0
4,Co-Mn-Sb,mp-5396,FM,6.0001644,0.112544158,1.5000411,-0.132216657,0
4,Co-Mn-Si,mp-4492,FM,5.0000746,0.114810791,1.25001865,-0.424367394,0
4,Co-Mn-Sn,mp-20840,FM,5.1724073,0.097962109,1.293101825,-0.108265856,0
12,As-Co-Mn,mp-1102618,FM,12.4919832,0.080733499,1.0409986,-0.266606342,0
10,Co-Mn-O,mp-20641,FM,11.9987934,0.124727694,1.19987934,-1.649918886,0
12,Co-Mn-P,mp-20249,FM,12.5179149,0.092047803,1.043159575,-0.633445749,0
8,Co-Mn-P,mp-1221679,FiM,2.615608,0.027929791,0.326951,-0.606429962,0
24,Co-Mn-Sb,mp-570203,FM,35.8653329,0.090247926,1.494388871,-0.172758297,0
14,Cr-Mn-O,mp-28226,FM,22.0000002,0.145619131,1.571428586,-2.337050971,0
8,Cu-F-Mn,mp-1206085,FM,3.9999987,0.043737505,0.499999838,-2.229693058,0
4,Cu-Mn-O,mp-510589,FM,3.9999997,0.087011639,0.999999925,-1.539728061,0
4,Cu-Mn-Pd,mp-864946,FM,4.6220444,0.082067533,1.1555111,-0.223007232,0
12,Cu-Mn-Se,mp-1221692,FiM,8.3053739,0.034064629,0.692114492,-0.398957841,0
12,F-Mn,mp-556585,FM,20.0000012,0.130087995,1.666666767,-2.966967117,0
8,F-Mn,mp-556560,FM,8.0000053,0.070171536,1.000000663,-2.764831058,0
40,F-Mn,mp-541103,FM,24.0000004,0.051015364,0.60000001,-2.396533066,0
4,Fe-Mn-Si,mp-5529,FM,3.0000767,0.070319674,0.750019175,-0.319189419,0
9,As-Fe-Mn,mp-4238,FM,14.4168722,0.122535117,1.601874689,-0.195207892,0
12,Fe-Mn-P,mp-1101988,FiM,9.1715785,0.068055734,0.764298208,-0.556096255,0
8,Fe-Mn-Pd,mp-1221696,FM,9.2596925,0.079171322,1.157461563,-0.181498782,0
2,Ga-Mn,mp-1001836,FM,2.8425022,0.105289398,1.4212511,-0.272641222,0
5,Ga-Mn,mp-1069288,FM,0.8006196,0.009398321,0.16012392,-0.140399729,0
