nsites,Chemsys,material_id,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_atoms,formation_energy_per_atom,energy_above_hull
22,Ce-O-S,mp-19976,AFM,0.0027012,6.77E-06,0.000122782,-3.280671737,0
18,Ce-N-Se,mp-1105809,FM,7.9996667,0.018282475,0.444425928,-1.975368231,0
10,Ce-I-Si,mp-1206019,FM,5.6240115,0.014713576,0.56240115,-1.316436107,0
36,Ce-N-Te,mp-641183,FM,15.9998197,0.015958745,0.444439436,-1.724135508,0
15,Ce-O-U,mp-1226869,FM,1.2287487,0.00603313,0.08191658,-4.007362579,0
28,Br-C-Ce,mp-1193043,FM,5.1851499,0.009053686,0.185183925,-0.899806809,0
13,B-Ce-Fe,mp-1105171,FiM,0.4250351,0.00218393,0.032695008,-0.444571636,0
22,Ce-In-Pt,mp-670677,FM,11.9215337,0.020325543,0.541887895,-0.674535851,0
21,Ce-Ge-Mg,mp-1192858,FM,5.4048989,0.01090771,0.257376138,-0.492349678,0
18,Ag-Ce-Pb,mp-1106401,FM,13.9673621,0.025428531,0.775964561,-0.360924215,0
18,Ag-Ce-Sn,mp-1213880,FM,13.5306028,0.026136574,0.751700156,-0.504828211,0
10,Bi-Ce-Sb,mp-1226853,FM,4.1679336,0.012667199,0.41679336,-1.090091262,0
36,Ce-Cu-P,mp-1229080,FiM,1.1156322,0.00209082,0.030989783,-0.527326483,0
18,Ce-Cu-Pb,mp-1189550,FM,13.7798322,0.026108189,0.765546233,-0.334793822,0
16,Ce-Ga-Ge,mp-1189602,FM,7.5461661,0.018903144,0.471635381,-0.461171329,0
32,Ce-Ge-Ir,mp-1214716,FM,15.6757051,0.018965961,0.489865784,-0.653685319,0
32,Ce-Ge-Rh,mp-542005,FM,17.4818854,0.021417915,0.546308919,-0.621520168,0
32,Ce-Ge-Ru,mp-21651,FiM,16.7056104,0.020643176,0.522050325,-0.558127503,0
18,C-Ce-Ge,mp-1189506,FM,8.0123086,0.018332106,0.445128256,-0.604958829,0
36,Ce-Ge,mp-1200696,FM,17.049076,0.018391082,0.473585444,-0.706362506,0
32,Bi-Ce-Ge,mp-1199773,FM,24.0288161,0.025465328,0.750900503,-0.616008506,0
32,Ce-Ge-Sb,mp-1213986,FM,23.1280196,0.02529545,0.722750613,-0.809687253,0
36,Ce-Ir,mp-680536,FM,9.9307219,0.011918096,0.275853386,-0.724463666,0
18,Ce-Ni-Pb,mp-640447,FiM,11.6728599,0.022752462,0.648492217,-0.379318306,0
28,Ce-O,mp-32613,FM,4,0.009624321,0.142857143,-3.791605987,0
16,Ce-Pb,mp-1190312,FM,14.4050757,0.028393782,0.900317231,-0.329514459,0
18,Ce-O-Pb,mp-510369,FM,12.1791539,0.022339217,0.676619661,-1.030977367,0
16,Ce-Si,mp-570175,FM,14.0584866,0.035046112,0.878655413,-0.637579376,0
16,Ce-Sn,mp-637308,FM,17.5145784,0.034996705,1.09466115,-0.529866997,0
18,Au-Ce-Sn,mp-1213873,FM,13.6249537,0.026078123,0.756941872,-0.609902571,0
36,Ce-Sn,mp-21693,FM,21.868474,0.019399949,0.607457611,-0.574531126,0
30,As-Ce-Mg,mp-1192664,FM,8.2141487,0.010688701,0.273804957,-0.185935814,0
39,As-Ce-Ni,mp-1214373,FM,1.7948323,0.003010163,0.046021341,-0.68199661,0
39,Ce-Ni-P,mp-1214139,FM,0.4921217,0.000915942,0.012618505,-0.89512863,0
29,Ce-O-Th,mp-676287,FM,0.616135,0.001436594,0.021246034,-4.23169585,0
40,C-Ce-I,mp-568922,FM,16.0728591,0.011734061,0.401821478,-1.287502826,0
20,Ce-Ir,mp-1106112,FM,8.5690697,0.016514557,0.428453485,-0.527024764,0
19,Ce-O,mp-2629,FM,4.0000001,0.013531434,0.210526321,-3.795751644,0
42,C-Ce-Cl,mp-583042,FiM,2.7325722,0.003378198,0.065061243,-1.132932885,0
33,B-Ce-Re,mp-1202101,FM,0.6493225,0.001358249,0.019676439,-0.393484581,0
6,Ag-Ce,mp-1206322,FM,2.7894513,0.021202585,0.46490855,-0.176819606,0
16,Ag-As-Ce,mp-985705,FM,2.8574402,0.008251903,0.178590013,-0.776482745,0
4,Ag-Ce-Hg,mp-865885,FM,1.0854136,0.011471754,0.2713534,-0.277550002,0
6,Ag-Ce-Pb,mp-13407,FM,2.0626821,0.012828634,0.34378035,-0.348359379,0
8,Ag-Ce-Sb,mp-510280,FM,1.5944633,0.007696175,0.199307913,-0.755950822,0
6,Ag-Ce-Sn,mp-31420,FM,2.071768,0.013368922,0.345294667,-0.461280814,0
6,Al-Ce,mp-2088,FM,2.5754353,0.020521976,0.429239217,-0.502238053,0
6,Ag-Al-Ce,mp-1226637,FM,1.1156543,0.009374301,0.185942383,-0.258239522,0
6,Al-Ce-Cu,mp-1226644,FM,0.8259099,0.00846079,0.13765165,-0.398093602,0
8,Al-Ce-Pd,mp-1025445,FM,0.6668684,0.005158252,0.08335855,-0.888538369,0
8,Al-Ce,mp-567305,FM,1.8392457,0.010857779,0.229905713,-0.458641471,0
5,Ag-Al-Ce,mp-1226650,FM,1.030045,0.010020415,0.206009,-0.349742476,0
5,Al-Au-Ce,mp-1070063,FM,0.9612973,0.009454013,0.19225946,-0.579720584,0
5,Al-Ce-Cu,mp-1069443,FM,0.9327153,0.009829135,0.18654306,-0.492592462,0
6,Al-Ce-Pd,mp-4785,FM,0.9098023,0.008424173,0.151633717,-0.854651002,0
12,Al-Ce-Co,mp-13504,FM,2.1792747,0.01038468,0.181606225,-0.489297177,0
12,Al-Ce-Ni,mp-30750,FM,1.4369629,0.006812536,0.119746908,-0.535053101,0
12,Al-Ce-Pd,mp-1213792,FM,1.6680575,0.007387211,0.139004792,-0.631297836,0
8,Al-Ce-Ni,mp-4817,FM,0.7901282,0.005958628,0.098766025,-0.583317357,0
36,Al-Ce-Pt,mp-672344,FM,2.0834396,0.003293476,0.057873322,-1.011326964,0
8,Al-Ce-Pd,mp-1213784,FM,1.0540249,0.006883808,0.131753113,-0.503577427,0
12,Al-Au-Ce,mp-1102423,FM,4.6535969,0.017315253,0.387799742,-0.660280731,0
9,Al-Ce-Cu,mp-1079868,FM,3.0189607,0.016516962,0.335440078,-0.362303092,0
6,Al-Ce-Cu,mp-1226887,FM,0.8815816,0.009416189,0.146930267,-0.258514803,0
2,Ce-Tl,mp-1206755,FM,1.4913691,0.025271694,0.74568455,-0.43258772,0
4,Ce-Tl,mp-20603,FM,1.2758734,0.011492726,0.31896835,-0.325969958,0
4,Au-Ce-Tl,mp-867361,FM,1.0640292,0.011383425,0.2660073,-0.516936933,0
9,Ce-Pd-Tl,mp-30512,FiM,1.0397384,0.004823954,0.115526489,-0.69044376,0
4,Ce-In-Tm,mp-1184197,FM,0.9153657,0.00842797,0.228841425,-0.562005,0
10,Ce-N-U,mp-1226573,FiM,5.0760675,0.034585878,0.50760675,-1.542423611,0
15,Ce-O-U,mp-2767168,FM,8,0.039402668,0.533333333,-3.770326017,0
18,Ce-O-U,mp-753493,FiM,0.6595495,0.002709514,0.036641639,-3.807064533,0
4,Ce-N-U,mp-1226527,FiM,1.2444371,0.020191408,0.311109275,-1.608994042,0
6,Ce-Cu-Y,mp-1226542,FM,1.064451,0.009769757,0.1774085,-0.185156203,0
4,Ce-In-Y,mp-984048,FM,0.8637954,0.007754377,0.21594885,-0.587677257,0
8,Ce-In-Y,mp-1226769,FM,0.952056,0.004688689,0.119007,-0.544873335,0
8,Ce-Pd-Y,mp-1226462,FM,0.4448418,0.003195278,0.055605225,-0.872986735,0
4,Ce-Tl-Y,mp-1006256,FM,0.6270721,0.005519397,0.156768025,-0.460305485,0
24,Ce-Zn,mp-640370,FM,2.5227967,0.00674225,0.105116529,-0.197829122,0
6,Ce-Zn,mp-1385,FM,2.3936887,0.018690768,0.398948117,-0.294554233,0
16,Ce-Zn,mp-1188098,FM,0.9935977,0.003346842,0.062099856,-0.292961466,0
6,Ce-Cu-Zn,mp-7247,FM,1.0411782,0.010707081,0.1735297,-0.259160623,0
6,Ce-Pd-Zn,mp-13118,FM,0.9513455,0.009023956,0.158557583,-0.571899727,0
6,Ce-Ni-Zn,mp-1226482,FM,1.1433038,0.011536278,0.190550633,-0.30780723,0
12,Au-Ce-Zn,mp-13549,FM,4.390776,0.016602184,0.365898,-0.582763658,0
6,Ce-Ga-Zn,mp-1018671,FM,2.3079485,0.017851442,0.384658083,-0.459052876,0
12,Ce-Ge-Zn,mp-19927,FM,4.2248733,0.015873811,0.352072775,-0.589730007,0
6,Ce-In-Zn,mp-1006399,FM,2.8510241,0.01966499,0.475170683,-0.338758054,0
9,Ce-Ni-Zn,mp-1079342,FiM,1.5675803,0.009643169,0.174175589,-0.403903321,0
12,Ce-Pd-Zn,mp-13381,FM,4.526398,0.018113984,0.377199833,-0.652505352,0
12,Ce-Pt-Zn,mp-12504,FM,4.0257553,0.016257085,0.335479608,-0.866022037,0
24,Ce-Rh-Zn,mp-607738,FM,0.5866544,0.001245368,0.024443933,-0.679283228,0
3,Ce-Si-Zn,mp-1226464,FM,1.3025829,0.020311963,0.4341943,-0.51822041,0
12,Ce-Sn-Zn,mp-20886,AFM,0.0508211,0.000166245,0.004235092,-0.558593898,0
28,Ce-F-Zr,mp-1213767,FM,2.0000008,0.004427567,0.0714286,-4.12305102,0
18,Ce-F-Zr,mp-22724,FM,2.0000001,0.006551209,0.111111117,-4.17678446,0
9,As-Co-O,mp-19292,FM,3,0.033804866,0.333333333,-1.620584872,0
44,Cl-Co-O,mp-28137,FM,12.0000004,0.020960933,0.272727282,-0.560275878,0
36,Co-I-O,mp-572672,AFM,0,0,0,-0.969356553,0
36,Co-N-O,mp-30006,FM,11.9988412,0.030068746,0.333301144,-0.921105642,0
68,Co-N-O,mp-773130,FM,7.9990894,0.007520809,0.117633668,-0.759892106,0
14,Co-Ni-O,mp-754168,FiM,1.999999,0.014923966,0.142857071,-1.160993609,0
40,Co-O-Pt,mp-19238,FM,11.9999995,0.026797487,0.299999988,-1.021103145,0
22,Co-O-Re,mp-31516,FM,5.9999996,0.016996539,0.272727255,-2.035404188,0
14,Co-O-Rh,mp-546936,FM,6,0.039030623,0.428571429,-1.164360381,0
28,Co-O-Sb,mp-1193389,AFM,8.85E-05,1.97E-07,0.00000316,-1.626759076,0
36,Co-O-Sb,mp-21908,AFM,0.0003492,8.63E-07,0.0000097,-1.811366018,0
56,Co-Cu-O,mp-757299,FM,18.0035517,0.033324573,0.321491995,-1.290592406,0
55,Co-O,mp-705564,FiM,19.6148521,0.034940511,0.356633675,-1.272912193,0
36,As-Co-O,mp-705094,FM,23.9999999,0.050375468,0.666666664,-1.48560792,0
10,Co-Cu-Ge,mp-19955,FM,1.5718611,0.012508341,0.15718611,-0.078220265,0
14,Co-Ge-O,mp-548805,FM,12.0000376,0.082093934,0.857145543,-1.655759844,0
28,Co-Mo-N,mp-644838,AFM,0.0008983,2.55E-06,0.0000321,-0.195541873,0
12,Co-P,mp-22204,FM,4.5759904,0.035967103,0.381332533,-0.406338853,0
22,Co-O-P,mp-550468,FM,12.0000006,0.051276881,0.545454573,-2.250671191,0
12,Co-Si,mp-19905,FM,6.0605087,0.048359234,0.505042392,-0.331056189,0
14,Co-O-Sn,mp-36028,FM,11.999465,0.074104661,0.857104643,-1.637988171,0
26,Co-O-Te,mp-18855,FM,12,0.032061396,0.461538462,-1.474494458,0
52,As-Co-O,mp-562111,FM,35.9999746,0.062350114,0.692307204,-1.552145827,0
22,B-Co-O,mp-22632,FM,17.999704,0.086969248,0.818168364,-2.278189581,0
26,Co-O-P,mp-19264,FM,18.0000003,0.05726188,0.692307704,-2.156004352,0
7,Co-S-Sn,mp-19807,FM,1.0012201,0.009265758,0.143031443,-0.483139995,0
8,Co-Ni,mp-1183837,FM,12.1604263,0.143499989,1.520053288,-0.023213681,0
14,Co-O,mp-1271793,FM,5.9998429,0.041449681,0.428560207,-1.290338224,0
8,Co-Pt,mp-865193,FM,12.0642663,0.125579107,1.508033288,-0.075736844,0
14,Co-S,mp-943,FM,5.9407159,0.027953343,0.42433685,-0.511639423,0
14,Co-Se,mp-20456,AFM,0.0001266,5.11E-07,0.00000904,-0.349812147,0
60,Co-O-Te,mp-645717,FiM,13.9787799,0.021498265,0.232979665,-1.417656874,0
14,Co-Ni-S,mp-1226019,FiM,0.9871972,0.004804456,0.070514086,-0.729589524,0
14,Co-O-Sb,mp-33332,FiM,1.9962897,0.013280758,0.142592121,-1.486924811,0
42,As-Co-O,mp-17489,FM,41.9983896,0.090489111,0.999961657,-1.464840644,0
42,Co-O-Sb,mp-685142,FM,41.9958124,0.089249068,0.999900295,-1.528850799,0
28,Co-Cu-O,mp-2767725,FM,5.990054,0.023153162,0.2139305,-1.236334465,0
46,As-Co-F,mp-29758,FM,6.0000002,0.009443614,0.130434787,-2.433222992,0
3,Br-Co,mp-30033,FM,3.0043052,0.038608239,1.001435067,-0.652250752,0
10,C-Co-O,mp-21434,FM,5.9982556,0.065082194,0.59982556,-1.666167683,0
3,Cl-Co,mp-23240,FM,2.9979683,0.046414849,0.999322767,-0.942769025,0
6,Co-F,mp-555908,FM,6.0000001,0.086980145,1.000000017,-2.341685073,0
16,Co-F,mp-1271079,AFM,0,0,0,-2.150928883,0
2,Co-H,mp-1206874,FM,1.4225751,0.113630854,0.71128755,-0.051942741,0
3,Co-I,mp-569610,FM,1.0067575,0.011569744,0.335585833,-0.122129345,0
10,Co-Ni-O,mp-1178424,FiM,2.000238,0.022896603,0.2000238,-1.136651948,0
4,Co-Ni-Pt,mp-1226004,FM,3.7057652,0.069907821,0.9264413,-0.088807945,0
4,Co-O,mp-22408,AFM,7.00E-07,1.53E-08,0.000000175,-1.271831146,0
12,Co-O,mp-1400906,FM,3.9896383,0.032023034,0.332469858,-1.07243266,0
64,Co-O-P,mp-562669,FM,11.9999998,0.014614344,0.187499997,-2.429095702,0
24,Co-O-P,mp-2761326,FM,12.0000004,0.048488534,0.500000017,-2.120692146,0
4,Co-Pt,mp-949,FM,4.8160375,0.090143463,1.204009375,-0.073157965,0
4,Co-Pt,mp-922,FM,2.8540454,0.049092707,0.71351135,-0.047526425,0
8,Co-F-Pt,mp-556492,FM,3.0000001,0.030644169,0.375000013,-1.941158015,0
8,Co-Re,mp-865960,FM,1.2474986,0.011428443,0.155937325,-0.004903001,0
12,Co-Rh-S,mp-1226106,FM,4.0023412,0.022190711,0.333528433,-0.700775192,0
12,Co-S,mp-2070,FM,4.0000004,0.023729221,0.333333367,-0.454172192,0
24,Co-O-S,mp-19379,FM,11.9999998,0.044434106,0.499999992,-1.73689522,0
6,Co-Se,mp-20862,FM,1.9999991,0.019163039,0.333333183,-0.345678589,0
32,Co-O-Se,mp-18973,FiM,5.9999999,0.014050947,0.187499997,-1.272770596,0
80,Co-O-Se,mp-562826,AFM,0.0038762,3.38E-06,0.0000485,-1.310586768,0
12,Co-O-Se,mp-551407,FM,5.9999903,0.041497958,0.499999192,-1.333769277,0
8,Co-F-Sn,mp-561319,FM,3,0.028008367,0.375,-2.648394466,0
8,Co-Tc,mp-865733,FM,0.9192913,0.008729077,0.114911413,-0.007355645,0
6,Co-Te,mp-9945,FM,1.9998752,0.014937925,0.333312533,-0.184880162,0
24,Co-O-Te,mp-1226075,AFM,0,0,0,-1.449877877,0
12,Co-O-W,mp-19092,AFM,3.00E-07,2.19E-09,0.000000025,-1.918304684,0
63,Cr-N-O,mp-1178448,FiM,5.9067765,0.005842223,0.093758357,-0.830743357,0
52,Cr-O-P,mp-554600,FM,12.0000001,0.015782899,0.230769233,-2.619681515,0
19,Cr-P,mp-505626,FiM,7.1471088,0.029617465,0.376163621,-0.372731388,0
68,Cr-Mo-O,mp-647862,FM,24.000001,0.022153064,0.352941191,-2.093646964,0
34,Cr-O-S,mp-19361,AFM,0,0,0,-2.014109939,0
29,C-Cr-W,mp-641575,FiM,0.1394743,0.000470188,0.004809459,-0.084848309,0
14,Ag-Cr-S,mp-1238827,FM,10.3177523,0.039601204,0.736982307,-0.83287382,0
14,Ag-Cr-Te,mp-20118,FiM,10.9914705,0.028996736,0.785105036,-0.445190817,0
14,Cd-Cr-O,mp-19262,FM,11.9999988,0.074614637,0.857142771,-2.141551745,0
14,Cd-Cr-S,mp-4338,FM,11.9999995,0.044080186,0.857142821,-0.982731211,0
14,Cd-Cr-Se,mp-22605,FM,11.9999998,0.037868054,0.857142843,-0.827460379,0
14,Co-Cr-O,mp-20758,FM,17.9999992,0.123808167,1.285714229,-2.132410751,0
14,Cr-Cu-S,mp-22803,FiM,10.2040626,0.042931417,0.728861614,-0.920537473,0
14,Cr-Cu-Se,mp-3880,FiM,10.5620089,0.037889039,0.754429207,-0.752817085,0
14,Cr-Cu-Te,mp-22625,FiM,10.7813344,0.030705765,0.770095314,-0.457792943,0
14,Cr-Fe-O,mp-1104680,FiM,2.0001908,0.012842368,0.142870771,-2.180387279,0
14,Cr-Hg-O,mp-21074,FM,11.9999992,0.072753696,0.8571428,-1.886074828,0
14,Cr-Hg-S,mp-15973,FM,11.9950542,0.043902415,0.856789586,-0.852081396,0
14,Cr-Hg-Se,mp-5602,FM,11.9855246,0.037656044,0.8561089,-0.72203724,0
14,Cr-Ni-O,mp-1974686,FM,15.9999997,0.110321559,1.142857121,-2.042750393,0
10,Cr-O,mp-19399,FM,11.9999998,0.122858461,1.19999998,-2.366587769,0
66,Cr-O-P,mp-554453,FM,47.9999997,0.061561273,0.727272723,-2.523450869,0
10,Cr-S,mp-555569,FM,12,0.067948669,1.2,-0.992800398,0
10,Cr-Se,mp-2832,FM,11.999659,0.058684094,1.1999659,-0.810428132,0
20,Cr-Te,mp-2750,FiM,24.2301785,0.04706074,1.211508925,-0.46550123,0
34,Cr-O-Te,mp-540537,FM,12.0000003,0.023540748,0.352941185,-1.752028876,0
18,Cr-O-Te,mp-21355,FiM,6.0028852,0.032076993,0.333493622,-2.022343471,0
18,Cr-O-W,mp-19894,AFM,0,0,0,-2.305236912,0
68,Cr-Fe-O,mp-776667,AFM,0,0,0,-1.638197565,0
24,Ag-Cr-O,mp-546111,FM,6.0000941,0.018962572,0.250003921,-1.641716069,0
40,Cr-Ga-S,mp-1226433,FM,35.5504144,0.047934253,0.88876036,-0.995383501,0
8,Cr-Ni-P,mp-1226323,FiM,2.1776558,0.022107406,0.272206975,-0.515841226,0
13,Cr-Ga-S,mp-1226264,FM,11.0000004,0.045705796,0.846153877,-0.990947861,0
14,Cr-In-S,mp-1226160,FM,15.0000027,0.057143203,1.071428764,-0.946997558,0
68,Cr-O,mp-773920,FM,24.0009774,0.023521733,0.35295555,-1.83220772,0
26,Cr-S,mp-1181961,FM,27.9998481,0.061203973,1.076917235,-0.978128128,0
13,Cr-Se,mp-1104327,FiM,14.0390827,0.052751214,1.079929438,-0.812293255,0
13,Cr-Te,mp-1213754,FiM,14.5120844,0.043119535,1.116314185,-0.474904787,0
4,Ag-Cr-O,mp-19378,FM,3.0000001,0.062517481,0.750000025,-1.684735103,0
4,Ag-Cr-Se,mp-3532,FM,3.0000002,0.035384402,0.75000005,-0.596073167,0
8,As-Cr,mp-20717,FM,9.7019567,0.076047307,1.212744588,-0.185611748,0
36,As-Cr-O,mp-1204934,FM,18.0000007,0.039104774,0.500000019,-1.966665452,0
5,Au-Cr,mp-1070789,FM,4.0423172,0.047139387,0.80846344,-0.070824974,0
4,Au-Cr-O,mp-996996,FM,2.9999998,0.062323937,0.74999995,-1.62273908,0
4,Au-Cr-S,mp-7113,FM,3.0000001,0.038862441,0.750000025,-0.759798734,0
10,B-Cr-O,mp-19299,FM,6.0000002,0.069253472,0.60000002,-2.620118577,0
24,Br-Cr,mp-27734,FM,17.9999994,0.02696157,0.749999975,-1.21740412,0
8,Cd-Cr-F,mp-559161,FM,2,0.018981507,0.25,-2.608249265,0
8,Cl-Cr,mp-567504,FM,6,0.032319557,0.75,-1.425545254,0
6,Cl-Cr-O,mp-22946,FM,5.9999997,0.061167949,0.99999995,-2.023979435,0
4,Co-Cr-Ge,mp-1183740,FM,3.9989286,0.084515283,0.99973215,-0.114220481,0
12,Co-Cr-O,mp-18788,FM,2,0.015739198,0.166666667,-1.565389313,0
12,Co-Cr-P,mp-1102834,FM,7.8293692,0.058021354,0.652447433,-0.561685778,0
8,Cr-Cu-O,mp-510625,AFM,0,0,0,-1.78481965,0
6,Cr-F,mp-554340,FM,8.0000008,0.102725712,1.333333467,-2.822883553,0
8,Cr-F,mp-560338,FM,5.9999997,0.064795133,0.749999963,-3.04001977,0
40,Cr-F,mp-554855,FM,16.0001535,0.029061047,0.400003838,-2.60675029,0
24,Cr-F,mp-639662,FM,3.9999998,0.012621296,0.166666658,-2.309802503,0
12,Cr-Fe-P,mp-21495,FiM,4.0576023,0.030109792,0.338133525,-0.557252527,0
4,Cr-Ga-Rh,mp-1183690,FM,3.1131696,0.057149723,0.7782924,-0.385778979,0
4,Cr-Ga-Ru,mp-1183688,FiM,1.3161369,0.024778411,0.329034225,-0.205630713,0
20,Cr-Ga-Se,mp-8829,FM,12.0000004,0.024858016,0.60000002,-0.861763318,0
4,Cr-Ge-Ru,mp-1206594,FiM,2.0245505,0.038036176,0.506137625,-0.287216905,0
10,Cr-Ge-Te,mp-541449,FM,6.0000001,0.020205304,0.60000001,-0.419505622,0
4,Cr-H-O,mp-23910,FM,3.0000001,0.086074542,0.750000025,-1.986018585,0
8,Cr-F-Hg,mp-558864,FM,1.9999999,0.018722749,0.249999988,-2.308362643,0
24,Cr-I,mp-1213805,FM,18.0000009,0.020621588,0.750000038,-0.65281916,0
4,Cr-Ir,mp-12083,FiM,1.4433602,0.026012717,0.36084005,-0.258463608,0
6,Cr-Ir-O,mp-753633,FiM,1.3197622,0.021565227,0.219960367,-1.719145625,0
8,Cr-F-Mo,mp-557158,FiM,1.00E-07,9.87E-10,0.0000000125,-2.908438866,0
6,Cr-Mo-O,mp-1213733,FM,3.2465439,0.051897344,0.54109065,-2.166948223,0
9,As-Cr-Ni,mp-4989,FiM,9.4692032,0.077936132,1.052133689,-0.212535562,0
8,Cr-F-Ni,mp-690539,FM,4.0000001,0.044372238,0.500000013,-2.534242859,0
12,Cr-Ni-O,mp-18726,FM,3.9999998,0.029454423,0.333333317,-1.537124803,0
12,Cr-Ni-P,mp-1101790,FM,10.393508,0.074021109,0.866125667,-0.514590547,0
6,Cr-O,mp-19177,FM,4.0000004,0.070610473,0.666666733,-2.047700862,0
36,Cr-O-P,mp-19401,FM,17.9999994,0.042363665,0.499999983,-2.596172381,0
40,Cr-F-Pb,mp-1197980,FM,11.999999,0.020673143,0.299999975,-2.839697339,0
4,Cr-Pd,mp-865786,FM,2.9201499,0.049574699,0.730037475,-0.127191603,0
16,Cr-O-Pd,mp-1063607,FM,11.5591168,0.063912647,0.7224448,-1.685489045,0
2,Cr-Pt,mp-1206750,FM,3.6762504,0.123311614,1.8381252,-0.275839335,0
4,Cr-Pt,mp-2515,FM,2.9274218,0.049504468,0.73185545,-0.342668943,0
4,Cr-Rh,mp-12585,FiM,1.6819574,0.03088213,0.42048935,-0.147203295,0
3,Cr-S,mp-755263,FiM,2.0934925,0.03938903,0.697830833,-0.868547108,0
6,Br-Cr-S,mp-22998,FM,5.9999999,0.042454844,0.999999983,-1.113606932,0
6,Cr-Sb,mp-22498,FM,6.1304185,0.042669529,1.021736417,-0.046233308,0
48,Cr-F-Sb,mp-557145,FM,3.9999997,0.006175197,0.083333327,-2.461112771,0
24,Cr-O-Sb,mp-33857,AFM,0,0,0,-2.119747338,0
20,Cr-S-Sb,mp-9130,FM,11.9999999,0.028818562,0.599999995,-0.785111498,0
20,Cr-Sb-Se,mp-15236,FM,11.9978041,0.02485931,0.599890205,-0.68635182,0
3,Cr-Se,mp-1009581,FiM,2.2008138,0.03535291,0.7336046,-0.768557238,0
4,Cr-Ru-Si,mp-865791,FiM,2.0073762,0.039354714,0.50184405,-0.495204124,0
10,Cr-Si-Te,mp-3779,FM,6.0000001,0.020460442,0.60000001,-0.438944072,0
4,Cr-Rh-Sn,mp-1018066,FM,2.3681164,0.038412515,0.5920291,-0.289901121,0
24,Cr-Te,mp-685055,FiM,20.3687669,0.031773864,0.848698621,-0.476795011,0
32,Cr-Te,mp-540922,FiM,23.983755,0.024468774,0.749492344,-0.450521733,0
6,Au-Cr-Te,mp-12743,FM,2.9974132,0.017466104,0.499568867,-0.426834436,0
6,Cr-O-W,mp-18785,FM,3.211503,0.050599464,0.5352505,-2.281001475,0
5,Co-Cs-S,mp-557018,FM,5.0002355,0.047856307,1.0000471,-0.722154039,0
28,Cr-Cs-S,mp-1238823,FM,20.1320494,0.029257304,0.719001764,-1.11755149,0
5,As-Cs-Fe,mp-28884,FM,2.9685559,0.02750287,0.59371118,-0.257330187,0
5,Cs-Fe-P,mp-1207125,FM,0.9382977,0.009200725,0.18765954,-0.484726398,0
9,Cs-Np-Se,mp-1229166,FM,6.3024253,0.023130553,0.700269478,-1.344206779,0
15,Cs-Se-Ti,mp-1229235,FiM,0.8607038,0.002699975,0.057380253,-1.467745599,0
14,Ag-Cs-F,mp-510565,FM,2.0000001,0.006760243,0.14285715,-2.303777902,0
9,Ag-Cs-F,mp-1206546,FM,1,0.005516576,0.111111111,-1.986505022,0
28,Br-Co-Cs,mp-1214168,FM,12.0000003,0.011129423,0.428571439,-1.509128963,0
28,Cl-Co-Cs,mp-1193242,FM,12.0000007,0.012788965,0.428571454,-1.734418118,0
9,Co-Cs-F,mp-610706,FM,1.0000001,0.005761662,0.111111122,-2.472950881,0
7,Cl-Cr-Cs,mp-28497,FM,4,0.018230206,0.571428571,-1.872968706,0
9,Cr-Cs-F,mp-557324,FM,2.0000673,0.01040312,0.2222297,-2.969485863,0
28,Br-Cs-Cu,mp-1192723,FM,3.9905106,0.003751846,0.142518236,-1.482696956,0
28,Cl-Cs-Cu,mp-616439,FM,3.9999986,0.004322438,0.142857093,-1.581658369,0
7,Cs-Cu-F,mp-1025265,FM,1,0.007588349,0.142857143,-2.500000421,0
9,Cs-Cu-F,mp-2042825,FM,0.9999998,0.005704315,0.111111089,-2.18986976,0
32,Cl-Cs-Eu,mp-1214346,FM,23.9999997,0.021200041,0.749999991,-2.215431866,0
32,Cs-F-Fe,mp-1213714,FM,19.9999997,0.033752307,0.624999991,-2.886040014,0
28,Cs-Fe-O,mp-17443,FM,7.9999999,0.013637284,0.285714282,-1.439120684,0
32,Cl-Cs-Gd,mp-1213731,FM,28.0000007,0.025082306,0.875000022,-2.424784149,0
9,Cl-Cs-Ir,mp-28651,FM,0.9999389,0.00366362,0.111104322,-1.388654683,0
9,Cs-F-Ir,mp-572797,FM,0.9999995,0.005978307,0.111111056,-2.396600497,0
18,Cs-Mn-S,mp-2884,FM,30.0000005,0.059932061,1.666666694,-1.270806594,0
18,Cs-Mn-Se,mp-3704,FM,29.9999993,0.053759286,1.666666628,-1.202847188,0
18,Cs-Mn-Te,mp-5927,FM,29.9999994,0.044621532,1.666666633,-0.949366303,0
7,Cl-Cs-Mn,mp-1025252,FM,4.9999998,0.022275924,0.714285686,-1.987476009,0
9,Cl-Cs-Mn,mp-1205772,FM,2.9999997,0.011067419,0.3333333,-1.69665302,0
7,Cs-F-Mn,mp-1206528,FM,5.0000002,0.036391219,0.714285743,-2.965928857,0
8,Cs-F-Mn,mp-555223,FM,4.0000008,0.023283651,0.5000001,-2.976557884,0
9,Cs-F-Mn,mp-557912,FM,3.0000002,0.016974499,0.333333356,-2.909271344,0
28,Cs-Mn-O,mp-505300,FM,3.9999999,0.006771909,0.142857139,-1.728598686,0
10,Cs-Mn-S,mp-505034,FM,9.9999999,0.02988914,0.99999999,-1.319514237,0
10,Cs-Mn-Se,mp-573947,FM,10,0.026755097,1,-1.303543037,0
